ref,book_osis,chapter,verse_start,verse_end,kjv_text,cuvs_text,has_commentary,summary_en,summary_zh,bullet_points_en,bullet_points_zh,sources,evidence,model,prompt_version,created_at,status,error,keep_drop,my_edit_en,my_edit_zh,notes
"58. 所以，我親愛的弟兄們，你們務要堅固，不可搖動，常常竭力多作主工；因為知道，你們的勞苦在主裏面不是徒然的。""",1,"The passage addresses the kind (manner) of the resurrection body rather than its substance until v.50. Paul’s sowing metaphor does not teach material identity but answers the objection that we cannot conceive the resurrection body: God gives a different body as He wills. Some continuity is implied but not defined; the body itself is sown, dies, and is made alive—“bare grain” refers to the body, not the believer’s subjective spirit. The Spirit in view is the (objective) Spirit of Christ. “Sowing” may encompass the whole earthly life (including burial), suggested by the predicates in vv.42–43. In vv.39–41 Paul argues from the diversity of bodies God already gives (animals, heavenly/earthly, differences among heavenly bodies), focusing on kind/quality/appearance rather than substance; sarx in v.39 equals “body,” not “fleshly lusts.” The Greek contrast allos/heteros indicates the resurrection body differs in kind (heteros), not merely as another of the same kind.",本段主要讨论复活身体的“样式/类型”，而非其“本质”（直到15:50才触及本质问题）。保罗的“撒种”比喻不是强调物质同一性，而是回应“不可想象即不可能”的质疑：神照祂的旨意赐下不同的身体。经文仅暗示某种连续性，却未详细界定；所“种”的是身体本身，它死而复活——“赤露的子粒”指身体，不是信徒主观的灵；文中涉及的灵是客观的基督之灵。“撒种”可能包括整个人在世的生命（并当然包含下葬），由15:42–43的“羞辱、软弱、属血气”等用语支持。15:39–41通过受造界身体的多样性（动物、天体与地体、天体之间的差异）论证焦点在“样/性质/外观”而非“本质”；15:39的“肉”（sarx）等同“身体”，不是“情欲的肉体”。希腊文 allos/heteros 的对比表明：复活的身体在“种类”上与现今身体大为不同（heteros），不只是同类中的另一个（allos）。,"[""Paul addresses the kind of the resurrection body (vv.35–49); only in v.50 is substance broached."", ""Sowing metaphor: demonstrates divine bestowal of a different body; do not press it for material identity."", ""Continuity is implied but undefined: the body is sown, dies, and is made alive; “bare grain” = body, not the believer’s spirit; the Spirit in view is Christ’s Spirit."", ""“Sowing” may span the whole earthly life (including burial), suggested by predicates in vv.42–43."", ""Diversity argument (vv.39–41): God provides many bodily kinds (animals, heavenly/earthly, differences among heavenly bodies); focus on kind/quality/appearance, not substance; sarx in v.39 = body, not “fleshly lust.”"", ""Greek nuance: allos vs. heteros—resurrection body differs in kind (heteros), not merely another of the same kind (allos).""]","[""保罗主要处理复活身体的“样/类型”（35–49节）；到50节才触及“本质”的问题。"", ""“撒种”比喻旨在说明神按旨意赐下不同的身体，不可据此推论物质同一性。"", ""仅有连贯性的暗示但未界定：被“种下”的是身体，本身死而复活；“赤露的子粒”指身体非人的主观之灵；涉及的是基督的圣灵。"", ""“撒种”或涵盖整个人在世生命（并包括埋葬），由42–43节的用语支持。"", ""39–41节的多样性论证：神能赐下多种身体（动物、天体与地体、天体间差异）；焦点在“样/性质/外观”非“本质”；39节中 sarx=“身体”，非“情欲的肉体”。"", ""希腊文 allos 与 heteros 的区别：复活身体在“种类”上与现今身体大不相同（heteros），不是仅属同类的另一种（allos）。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=187, p_index=31: Direct exegesis of 1 Corinthians 15:35–58: sowing metaphor, focus on kind vs substance, timing of sowing, diversity of bodies (vv.39–41), Greek allos/heteros, sarx vs soma, and focus on the body rather than the believer’s subjec",,,,,,,,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  4. The Resurrection-Body: The main passage informing us as to the nature of the resurrection body is 1 Corinthians 15:35-58. The difficulty Paul here seeks to relieve does not concern the substance of the future body, but its kind (compare 1 Corinthians 15:35 “With what manner of body do they come?”). Not until 1 Corinthians 15:50 is the deeper question of difference in substance touched upon. The point of the figure of “sowing” is not that of identity of substance, but rather this," that the imp …""",gpt-5,v1,2025-12-16T06:44:05-05:00,ok,,,,,,,,,,,,,,,
1Cor 15:36,1Cor,15,36,36,,無知的人哪，你所種的，若不死就不能生。,1,"The paragraph explains that Paul’s sowing metaphor in 1 Cor 15 emphasizes difference in kind/quality rather than identity of substance. Verse 36 shows Paul is not positing a distinct life-germ separate from the body; what is sown is the body itself, which dies and is made alive as a whole. The “bare grain” is the body, not the human spirit (since the seed dies, which does not apply to the Pneuma). The discussion is framed entirely from the standpoint of the body; when Spirit is mentioned it is the Spirit of Christ. Some extend the time of “sowing” to the entire earthly life (with burial certainly included).",该段指出，保罗在林前15章用“撒种”的比喻是为说明复活身体在“种类/性质”上与现今身体不同，而非强调物质同一性。15:36表明，保罗并未主张有一个与身体分离的“生命胚芽”被交付坟墓并在末日复活；相反，被撒下的是身体本身，身体死了，也整体被叫活。“赤露的种子”（15:37）说明这里指的是身体而非人的灵，因为“种子会死”，这不适用于人的灵（Pneuma）。整段讨论的视角在于身体；若提及“灵”，乃指基督的灵。此外，“撒种”的时间可延伸为整个人生，但埋葬无疑包含其中。,"[""Sowing metaphor addresses kind/quality of the resurrection body, not substance identity."", ""1 Cor 15:36 rejects a separate life-germ distinct from the body; the sown entity is the body, which dies and is vivified as a whole."", ""The “bare grain” is the body, not the human spirit, since the seed dies (not true of the Pneuma)."", ""The discussion treats the matter from the standpoint of the body; references to Spirit are to the Spirit of Christ."", ""“Sowing” may encompass the whole earthly life, with burial certainly included.""]","[""“撒种”的比喻强调复活身体在种类/性质上的差异，而非物质同一性。"", ""林前15:36否定与身体分离的“生命胚芽”观点；被撒下的是身体本身，身体死了并整体被叫活。"", ""“赤露的种子”指身体而非人的灵，因为种子会死（不适用于Pneuma）。"", ""讨论的重心是身体；若提及“灵”，是指基督的灵。"", ""“撒种”的时间可涵盖整个人生，埋葬必然包括在内。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=187, p_index=31: Directly discusses 1 Cor 15:36 within the sowing metaphor, stating that what is sown is the body which dies and is quickened entirely; clarifies focus on kind/quality and distinguishes body from spirit.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  4. The Resurrection-Body: The main passage informing us as to the nature of the resurrection body is 1 Corinthians 15:35-58. The difficulty Paul here seeks to relieve does not concern the substance of the future body, but its kind (compare 1 Corinthians 15:35 “With what manner of body do they come?”). Not until 1 Corinthians 15:50 is the deeper question of difference in substance touched upon. The point of the figure of “sowing” is not that of identity of substance, but rather this," that the imp …""",gpt-5,v1,2025-12-16T06:44:43-05:00,ok,,,,,,,,,,,,,,,
1Cor 15:42-50,1Cor,15,42,50,,42. 死人復活也是這樣：所種的是必朽壞的，復活的是不朽壞的；,,,,,,,,,,,,,,,,
43. 所種的是羞辱的，復活的是榮耀的；所種的是軟弱的，復活的是強壯的；,,,,,,,,,,,,,,,,,,,,,,
44. 所種的是血氣的身體，復活的是靈性的身體。若有血氣的身體，也必有靈性的身體。,,,,,,,,,,,,,,,,,,,,,,
45. 經上也是這樣記着說：「首先的人亞當成了有靈〔靈：或作血氣〕的活人」；末後的亞當成了叫人活的靈。,,,,,,,,,,,,,,,,,,,,,,
46. 但屬靈的不在先，屬血氣的在先，以後纔有屬靈的。,,,,,,,,,,,,,,,,,,,,,,
47. 頭一個人是出於地，乃屬土；第二個人是出於天。,,,,,,,,,,,,,,,,,,,,,,
48. 那屬土的怎樣，凡屬土的也就怎樣；屬天的怎樣，凡屬天的也就怎樣。,,,,,,,,,,,,,,,,,,,,,,
49. 我們既有屬土的形狀，將來也必有屬天的形狀。,,,,,,,,,,,,,,,,,,,,,,
"50. 弟兄們，我告訴你們說，血肉之體不能承受神的國，必朽壞的不能承受不朽壞的。""",1,"The passage contrasts two orders: the present, “psychical” (natural) order and the eschatological, “pneumatic” (Spirit-governed) order inaugurated by resurrection. In vv. 42–43 the resurrection body bears incorruption, glory, and power, in contrast to corruption, dishonor, and weakness of the present body. In vv. 45–46 Paul broadens the contrast beyond the body to two world-orders, each headed by an Adam—the first from earth (ek gēs), the second characterized as from heaven (ex ouranou). “From heaven” refers not to Christ’s preexistence or incarnation but to his eschatological state; reading it otherwise would contradict the order “not the pneumatic first, but the psychical” and would wrongly make the pneumatic constitutive of Christ pre-incarnation. Paul’s focus is the resurrection as the beginning of the new aeon and the Spirit’s rule over the eschatological body.",本段对比两个秩序：现今“血气/魂性的”（yucikon，天然）秩序，与因复活而开启的“灵性的”（pneumatikon，由圣灵掌权）末世秩序。42–43节指出复活的身体具有不朽、荣耀、能力，与现在身体的朽坏、羞辱、软弱相对。45–46节把对比从“身体”扩大到整个人类状况与两大世界秩序：各由一位“亚当”作首，第一位“出于地”，第二位“出于天”。这里“出于天”（ex ouranou）并非指基督的先在或道成肉身的来临，而是指其末世性的状态；否则将违背“不是属灵的在先，乃属血气的在先”的次序，并误以为“灵性”在道成肉身前已构成基督位格。使徒意在表明：复活乃新世代的开端，圣灵在复活之体上掌权。,"[""Paul contrasts two aeons/orders: the present psychical (natural) and the eschatological pneumatic (Spirit-ruled)."", ""Resurrection body: incorruption, glory, power (vv. 42–43) versus present body: corruption, dishonor, weakness."", ""In vv. 45–46 the contrast expands from body to whole human state and redemptive-historical orders, each headed by an Adam."", ""“Pneumatic” and “psychical” in v. 46 denote comprehensive historical principles, not merely types of bodies."", ""“The second man is from heaven” describes Christ’s eschatological status, not his preexistent origin or incarnation, preserving the order: psychical first, then pneumatic."", ""Resurrection marks the beginning of the new aeon; from this eschatological genesis comes Christ’s pneumatic glory (Sonship in power).""]","[""保罗对比两个世代/秩序：现今之“血气/魂性”（yucikon）与末世之“灵性”（pneumatikon，圣灵掌权）。"", ""复活之体具不朽、荣耀、能力（42–43节），相对现今之体的朽坏、羞辱、软弱。"", ""45–46节把对比推广为两大救赎历史秩序，分别由两位“亚当”带领。"", ""46节的“灵性的/血气的”是总体历史原则，而不只是“某种身体”。"", ""“第二个人是出于天”乃指基督的末世性地位，并非其先在或道成肉身，以保持“先血气后属灵”的次序。"", ""复活是新世代的起点；基督之“灵性的荣耀”（能力中的子性）出自这末世性的起源。""]",eapcs — https://www.biblicaltheology.org/eapcs.pdf,"- para_id=131, p_index=15: Explicitly expounds 1 Cor 15:42–50: contrasts psychical vs. pneumatic, lists attributes in vv. 42–43, generalizes in vv. 45–46 to two orders/Adams, and interprets “from heaven” as eschatological rather than preexistence.",,,,,,,,,,,,,,,
